LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
100000,2,2,2,25,0,0,0,0,0,0,83451.02,84315.41,79466.34,69310.47,68976.76,73191.18,3582.4995,3300.0,3202.5269,3000.0,3069.4397,3000.0,0
150000,2,1,2,28,0,0,0,0,0,2,88632.78,73396.2,62838.387,50016.35,40870.582,71389.91,3000.0,2252.7058,6491.2944,1959.0122,0.0,10231.034,0
30000,2,2,2,27,1,-2,-2,-1,-1,0,0.0,0.0,0.0,29208.502,834.773,1972.5646,0.0,1402.1547,94798.445,0.0,4049.0044,0.0,0
70000,2,2,2,28,0,0,0,0,0,0,28188.768,35622.6,28825.557,28157.283,17697.697,2727.0825,2289.0732,3100.3633,2954.5396,1200.0,0.0,0.0,0
200000,2,3,2,27,-1,-1,-1,-1,-1,-1,12541.468,8575.917,3091.7458,9099.597,4980.941,15897.751,3000.0,5684.652,19185.168,2000.0,3303.1897,21562.416,0
20000,1,2,1,37,0,0,0,-2,-2,-2,5350.9985,3325.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100000,2,1,2,28,2,0,2,2,2,2,53580.348,62551.938,78238.0,79326.91,151137.31,96106.52,5008.894,1700.0,2316.177,4000.0,0.0,3489.0752,1
280000,1,1,1,32,0,0,-1,-1,-1,-1,8028.487,6168.0215,3370.4543,657.52856,0.0,430.01907,1800.0,2000.0,390.0,0.0,4000.0,4792.943,0
360000,1,2,2,32,-2,-2,-2,-2,-2,-2,335.4329,0.0,0.0,0.0,-187.74747,-2622.6677,0.0,0.0,0.0,0.0,0.0,0.0,0
50000,2,2,2,36,2,2,0,0,0,-1,67486.96,38931.836,48490.156,82539.81,24336.254,30837.826,1148.1333,3237.1443,10000.0,390.0,10000.0,0.0,1
110000,1,2,1,42,0,0,0,0,0,0,204946.98,200603.1,178386.48,161695.31,144250.47,141448.42,6818.555,6969.943,6645.1113,6000.0,6000.0,6000.0,0
200000,2,3,1,35,0,0,0,0,0,0,80833.945,81705.86,80985.97,70901.17,76506.875,84163.14,3504.6233,4500.0,5000.0,3696.6943,5396.098,4184.679,0
90000,2,1,1,27,0,0,0,0,0,0,49534.676,52027.21,51290.98,43518.918,59020.293,41402.805,5000.0,2201.9106,2496.651,2015.1215,1808.4503,3000.0,1
200000,2,1,1,28,-1,-1,-1,-1,-1,-1,690.8402,6626.7666,390.0,1594.9373,246.17958,1399.3223,11012.663,505.16757,1498.227,697.4814,5000.0,16086.641,0
360000,1,1,1,45,1,-1,-2,-2,-2,-2,390.0,931.8258,0.0,0.0,-0.8271643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
360000,2,2,1,24,-2,-2,-2,-2,-2,-2,13458.674,390.0,0.0,0.0,2558.676,-3.9685361,0.0,0.0,0.0,1938.6396,0.0,0.0,1
200000,1,3,2,27,-1,-1,-1,-1,-1,0,4802.557,2400.0,5332.345,14558.02,25540.326,16025.518,4115.452,8000.0,21756.05,18185.775,1245.8965,1000.0,0
50000,2,2,2,23,2,2,0,0,0,0,29236.398,42921.06,35765.008,27858.81,19603.951,18510.03,605.73486,2000.0,1085.5406,1019.35144,1385.9575,925.6439,1
60000,1,1,1,33,1,2,2,2,2,2,18747.53,25012.895,54130.25,7742.464,23371.193,25609.979,0.0,26958.91,0.0,0.0,1078.8865,1400.0,1
180000,1,1,2,26,0,0,0,-1,-1,-1,21795.582,15530.976,15283.674,3092.167,879.77905,3024.0674,1484.0002,1500.0,0.0,655.2395,5302.076,195.44637,0
30000,2,2,2,28,2,0,0,0,0,0,17952.258,28806.783,20537.426,27025.59,17675.705,26225.672,1500.0,1687.1198,3600.0298,500.0,3476.598,1000.0,1
100000,2,3,1,28,2,2,2,2,2,2,51365.008,61423.86,87275.91,43588.58,96220.21,50835.258,2396.4724,8006.2773,0.0,1406.4744,100.90221,2200.0,1
150000,2,2,1,42,0,0,0,0,0,0,48814.527,58226.273,57171.453,72422.84,17043.125,0.0,7823.507,5088.918,5039.9673,390.0,0.0,0.0,0
50000,2,3,1,37,0,0,0,0,0,0,39589.656,70149.75,49696.855,31647.705,32437.201,29032.066,1223.0676,1883.0851,1501.6161,1567.8925,1600.0,1000.0,0
50000,1,2,1,26,0,0,0,0,0,0,29795.982,19111.838,25308.533,20117.76,20411.889,24406.16,3000.0,1751.3887,1425.4298,1000.0,1558.9036,1250.283,0
210000,2,2,1,26,-1,-1,-1,-1,-1,-1,4714.6504,2194.461,6900.5747,7062.641,5761.634,7480.4155,4000.0,7143.4644,3500.0,6000.0,5008.731,5000.0,0
130000,2,1,2,32,0,0,0,-1,-1,-1,19636.006,7153.4126,4714.7764,0.0,6949.005,625.76135,1700.0,0.0,0.0,29054.316,176.52882,434.09375,0
60000,1,1,2,33,0,0,0,0,0,0,26432.781,22323.143,17145.367,19061.697,15798.261,8972.547,1985.0869,1700.0,1500.0,709.498,500.0,1600.0,0
90000,2,2,2,28,-2,-2,-2,-2,-2,-2,4031.73,328.9134,562.43195,327.1499,0.0,0.0,1419.9066,1697.1676,7.916011,0.0,0.0,0.0,0
160000,2,1,2,28,-1,-1,-1,-1,-1,-1,6529.001,8657.74,3814.5642,11216.497,12483.759,28811.36,4080.0547,1592.1884,3500.0,7770.617,11951.18,5347.6787,0
360000,2,1,1,36,-2,-2,-2,-2,-2,-2,750.3349,0.0,0.0,587.85065,165.98262,702.8527,0.0,0.0,1200.0,0.0,667.4687,0.0,0
500000,2,1,2,31,0,0,0,0,0,0,157426.64,160825.17,125890.16,101448.59,107997.945,89083.37,6209.381,10194.433,5876.051,22201.346,10000.861,4797.4556,0
50000,1,3,1,35,0,0,0,0,0,0,47053.63,40526.086,42453.965,29736.172,29192.6,29574.828,2240.2344,1944.5723,1300.0,1024.87,1121.1758,1700.0,0
180000,2,1,2,27,-2,-2,-2,-2,-2,-2,1247.4878,356.03333,706.0086,1619.2466,1196.404,442.34058,1172.5677,2000.0,2000.0,1761.6072,275.03152,3788.554,0
200000,2,2,1,38,1,2,2,2,2,2,55935.66,75938.62,50377.91,57418.402,38235.457,36569.023,1500.0,0.0,1700.0,4265.304,1104.7611,2868.058,1
180000,1,2,1,27,0,0,0,0,0,0,66510.42,52683.266,74119.85,76033.49,57766.246,7007.18,15000.0,2000.0,4459.834,1200.0,0.0,0.0,0
130000,2,2,1,39,-1,-1,-1,-1,-1,-1,1194.7976,338.56046,326.68756,390.0,598.7726,393.72745,386.91507,484.2316,757.482,1220.7809,1000.0,334.43936,1
70000,2,2,1,25,0,0,0,0,0,0,131522.02,159694.75,133306.1,129663.375,115906.586,117391.25,5000.0,5000.0,5256.5664,4556.482,5000.0,3500.0,0
360000,2,1,1,33,0,0,0,0,0,0,109217.875,75114.98,56943.652,46393.15,51421.742,35369.004,4000.0,3163.1829,2727.8848,5308.5293,1800.0,4500.1973,0
30000,2,1,2,33,1,2,2,-1,-1,2,3671.7144,6897.458,253.70628,13603.552,6061.557,23129.062,0.0,0.0,15145.295,1500.0,0.0,0.0,0
180000,1,3,2,27,-1,-1,-1,-1,-1,0,16036.596,1992.8402,3886.007,10686.229,28925.477,28860.354,944.9526,3512.0793,8016.1313,10996.632,5000.0,2000.0,0
130000,2,2,1,39,-1,-1,-1,-1,-1,-1,3531.5251,609.55096,988.1969,1787.3762,1818.9568,828.2737,965.2894,2000.0,2415.741,2996.094,1202.4952,1000.0,0
140000,2,3,2,28,0,0,0,0,0,0,200129.55,195702.11,179209.75,164606.58,156100.45,145470.08,7000.0,6702.8057,7668.996,5490.4077,6655.1753,5557.0503,0
20000,1,2,2,31,0,0,0,0,0,0,76471.86,49221.902,50341.98,43351.547,54363.64,45339.453,3588.2932,3000.4478,2500.0,2621.0916,2029.9678,2031.81,0
90000,2,2,1,38,0,0,0,0,0,0,76665.88,70285.55,53465.473,47218.938,52076.17,48627.727,3111.8606,3000.0,2500.0,3000.0,3000.0,1500.0,1
50000,2,3,2,27,0,0,2,2,2,2,26653.06,27188.424,36751.06,16402.186,58480.63,19463.938,1400.0,1085.5819,0.0,22977.74,0.0,30688.744,0
20000,1,2,1,31,0,0,0,0,0,0,25283.344,38966.83,29006.738,19915.004,30371.65,28453.742,3000.0,2679.5276,2000.0,1709.0336,1715.6628,1000.0,1
200000,2,2,1,36,-2,-2,-2,-2,-2,-2,621.5541,0.0,0.0,654.905,500.90768,0.0,0.0,0.0,1086.259,306.1784,0.0,419.36502,0
50000,2,2,2,23,0,0,0,0,0,0,36770.273,27864.787,27191.734,20231.15,19387.746,22021.385,2826.4028,1992.2648,1419.2522,1094.2299,1076.5432,1388.2838,0
150000,1,1,2,31,0,0,0,0,0,0,102298.95,105238.055,83996.234,89714.64,68487.875,68388.125,5000.0,3276.4524,4000.0,4000.0,3867.3284,4499.8525,0
360000,1,1,1,37,-1,-1,-1,-1,-1,-1,1056.883,1290.7595,8058.0176,1078.7206,1216.1798,6718.2017,1705.4332,4013.7778,0.0,0.0,1440.5201,7013.8306,0
360000,2,2,2,33,0,0,0,0,0,0,73386.98,42619.08,47681.273,40635.97,39553.957,40640.64,3773.8176,2822.3904,2638.023,2600.0,3000.0,2477.056,0
100000,1,2,2,28,0,0,0,0,0,0,76239.484,53761.25,66179.94,58875.51,36681.41,48684.81,4000.0,4000.0,5000.0,1000.0,3864.3887,1100.0,0
360000,2,1,2,25,-1,-1,-1,-1,0,0,328.98843,0.0,3662.042,4438.014,5637.426,2314.4006,1000.0,5571.8486,2000.0,264.73593,288.7547,3000.0,0
50000,2,2,1,23,0,0,0,0,0,0,27193.291,19044.7,12984.986,21733.762,4593.057,443.0601,2000.0,2000.0,3000.0,596.2042,0.0,0.0,1
90000,2,2,2,27,0,0,0,0,0,0,31307.625,23414.791,28668.35,21787.395,28533.424,27213.857,3000.0,2649.4026,2202.0603,1528.9396,1701.7958,2102.6526,0
210000,2,2,1,26,-1,-1,-1,-1,-1,-1,3383.4355,1266.9219,2189.0947,2244.4663,1984.1688,2618.694,3123.2231,4893.0127,2000.0,5999.267,7000.0,1443.4485,0
100000,2,2,1,33,0,0,0,0,0,0,135276.95,131367.72,126116.12,111717.68,109677.94,110449.46,5000.0,5000.0,5000.0,4111.1514,5000.0,4197.832,0
150000,1,1,2,32,1,-1,0,-2,-2,-2,1390.8444,14192.368,4487.5303,773.3078,0.0,1195.8704,4000.0,390.0,0.0,0.0,2000.0,0.0,0
210000,2,2,1,38,-1,-1,-1,-1,-1,-1,1189.4061,267.97604,0.0,827.3173,0.0,0.0,0.0,57.050575,1635.1797,700.0,18.018486,0.0,0
360000,2,3,1,33,0,0,0,0,0,0,205252.45,145817.48,138734.12,114381.53,144672.22,109065.35,6040.2197,5794.01,4000.0,8280.711,3993.3335,7000.0,0
90000,2,2,1,37,-1,-1,-1,-1,-1,-1,9707.204,5627.5073,3824.4746,5535.71,967.3786,0.0,6323.1753,3500.0,5000.0,5268.5977,1000.0,1232.9069,0
500000,2,3,1,36,1,-2,-2,-1,-1,-1,412.0939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11831.783,1
30000,2,3,2,31,2,0,2,0,0,0,4685.196,6675.0444,4680.4595,2821.1912,2345.1377,1185.9562,1500.0,0.0,24.535046,0.0,0.0,0.0,0
20000,1,2,1,25,0,0,0,0,0,0,22405.03,25865.39,19807.854,20160.979,7477.5327,1446.1501,2000.0,2126.2483,2000.0,673.6732,0.0,0.0,0
50000,2,2,1,22,2,2,2,0,0,0,61226.52,49502.42,59604.562,47850.48,28086.758,26317.355,0.0,1583.6211,1431.6249,2000.0,1500.0,1167.09,1
360000,2,1,1,28,-1,-1,-1,-1,-1,-1,511.39972,390.0,416.88065,889.77466,149.55788,0.0,1326.396,1180.865,0.0,0.0,0.0,0.0,0
130000,1,1,2,37,-1,-1,-1,-1,-1,-1,2869.3145,1680.1896,1377.6443,1116.0107,577.6535,591.3188,1940.6816,1141.5978,1006.8812,989.2635,1526.3273,1479.524,0
80000,2,3,2,25,2,2,2,2,0,0,38956.19,54725.08,23413.363,55845.95,19557.45,27758.89,1526.8987,0.0,8955.013,1300.0,2027.8857,2488.1243,0
30000,1,1,2,26,0,0,0,0,0,0,56163.62,40279.195,43226.26,42855.383,28969.15,28555.814,2769.858,2300.826,2009.7894,2000.0,2000.0,2000.0,0
180000,2,1,2,35,0,0,0,0,0,0,50218.33,29218.2,29809.768,18612.91,20076.072,20044.896,3000.0,3986.2542,1000.0,2574.0461,2000.0,3355.042,0
50000,2,2,1,25,0,0,0,0,0,0,27938.078,34108.727,32023.59,29119.906,26447.215,32537.725,2000.0,2000.0,1753.6093,1046.324,1847.9457,1095.6389,0
200000,2,1,1,37,2,0,0,0,0,0,322568.72,423997.06,339163.44,257667.2,273760.56,254170.3,15512.676,16993.1,10010.456,11894.924,10000.0,3506.1362,1
210000,1,3,1,38,1,2,2,2,0,0,4414.6895,30259.959,22496.773,7869.0635,10307.458,9989.221,6.2271047,1000.0,0.0,947.69354,0.0,686.4588,1
150000,2,2,2,26,0,0,0,0,0,0,101444.86,82610.914,87754.21,83143.17,73400.06,77326.02,3771.5012,4000.0,4194.5073,3474.6277,4112.389,4000.0,0
20000,1,3,1,45,0,0,-1,-1,-1,-1,17179.059,8600.43,3424.6401,1997.6765,858.14026,752.2596,1000.0,2017.5669,2498.2249,1100.0,0.0,500.0,0
30000,1,1,2,26,0,0,0,0,0,2,15046.943,24832.508,26350.8,20098.908,11785.372,19099.7,1523.2521,2500.0,2348.8552,4501.8804,2178.4624,0.0,0
300000,2,3,1,38,-1,-1,-1,-1,-1,-1,10395.816,3975.8936,850.9837,1067.1272,473.30417,7376.981,4667.008,0.0,454.54602,2005.9797,37129.113,15084.091,0
130000,1,1,1,28,-1,-1,-1,-1,-1,-1,7890.626,1851.2644,367.61252,188.96642,780.0,2426.7368,0.0,0.0,1000.0,1000.0,1493.8893,553.95166,0
80000,2,3,2,32,0,0,0,0,2,2,270082.88,163420.31,131919.33,94694.664,127140.586,66167.89,12476.057,1000.0,2000.0,13099.679,0.0,433271.1,0
200000,1,3,1,32,-2,-2,-2,-2,-2,-2,16314.468,27575.104,41906.617,38566.055,19175.225,0.0,20684.379,50303.754,20038.275,9889.679,0.0,4500.0,0
140000,2,2,2,27,0,0,0,0,0,0,190329.53,197486.56,184465.86,171942.03,156910.53,160093.98,8636.3955,7000.0,7013.1865,5874.4585,7166.56,6200.416,0
180000,1,2,1,27,0,0,0,0,0,0,48506.234,44590.586,51660.18,42005.277,60467.734,57317.4,6996.893,3118.2283,4457.543,1500.0,2035.3442,1711.2081,0
20000,1,3,1,25,1,2,2,2,0,0,9387.965,20391.709,4583.049,11431.227,6250.411,10836.226,0.0,0.0,4000.0,0.0,675.892,276.691,0
20000,1,3,1,41,0,0,0,0,0,0,15444.111,18854.965,18133.816,18615.416,15701.726,14510.287,2000.0,1588.9922,1600.0,1000.0,880.2499,717.6261,1
200000,2,2,1,32,-2,-2,-2,-2,-2,-2,3939.1123,2446.6794,3617.375,2381.6763,1942.9436,390.0,2929.24,5000.0,2851.4978,2000.0,1000.0,2000.0,0
30000,2,1,2,25,0,0,0,0,0,0,26262.4,18557.652,10300.604,20098.014,7457.7607,3588.5027,1500.0,1219.3802,2371.6782,0.0,1000.0,733.14575,1
100000,2,2,1,33,0,0,0,0,0,0,131357.86,93646.9,90053.445,75915.875,80491.45,79112.56,5462.308,4777.235,4333.4536,3285.7026,4500.0,3941.8645,0
30000,2,3,2,35,2,2,2,0,0,0,68852.87,43449.105,46046.56,39319.27,32444.043,25252.277,1700.0,0.0,1276.922,900.0,1360.2593,483.20065,1
100000,2,2,2,32,-1,-1,-1,-1,-1,-1,12633.956,5758.412,5960.6587,8726.771,10903.627,8918.716,3991.9556,3306.8525,4514.0645,15899.468,4234.637,2000.0,0
90000,2,1,1,40,0,0,0,0,0,0,147500.45,158449.58,130651.77,116365.32,118925.33,96438.77,5964.3887,5464.8174,5726.016,5999.458,5007.1826,5010.763,0
20000,1,1,2,28,2,2,2,2,2,2,10658.131,22154.592,52767.605,28097.559,41213.004,29823.58,1421.3811,3002.284,0.0,500.0,0.0,600.0,1
360000,2,2,1,36,-1,-1,-1,-1,-1,-1,1497.507,3455.9478,0.0,793.79443,293.24747,1014.0494,3000.0,0.0,2500.0,1200.0,1800.0,292.84912,0
50000,2,2,2,28,0,0,0,0,0,2,27188.982,27014.49,27098.396,19297.934,16532.744,17910.396,2500.0,2108.327,2000.0,3000.0,0.0,2095.029,0
140000,2,2,2,26,0,0,0,0,0,0,89769.53,69367.16,70158.875,56930.836,53091.41,54162.777,5125.191,3300.0,3000.0,2625.261,3000.0,2529.3254,0
100000,1,3,1,35,0,0,0,0,0,0,70838.13,69688.9,67786.39,51334.797,58072.598,57389.746,3186.6504,2964.6394,2095.9102,2490.6897,3000.0,2167.895,0
150000,2,3,2,28,0,0,0,0,0,0,139445.94,139464.39,126170.29,112817.484,108833.87,98004.93,5000.0,5000.0,5005.4263,5000.0,5000.0,3435.335,0
180000,2,1,2,27,0,0,0,0,0,-2,71670.33,53851.684,34717.76,11654.723,425.24664,0.0,5709.646,4889.0913,798.2832,0.0,0.0,0.0,0
100000,1,2,2,26,0,0,0,0,0,0,49656.23,31804.367,17307.361,10693.006,498.99918,0.0,2800.0469,1376.7135,0.0,0.0,0.0,0.0,1
160000,2,1,2,26,0,0,0,0,0,0,60840.117,59854.742,46980.25,30549.83,27937.896,2265.979,2000.0,3252.868,2758.9434,3000.0,11.770333,0.0,0
230000,2,1,2,39,-1,-1,-1,-1,-1,-1,5403.05,1163.6664,6657.085,9385.613,19954.93,18553.117,2531.7896,7000.0,4897.6094,15720.9375,6000.0,1000.0,0
30000,2,2,2,32,0,0,2,2,0,0,65565.55,29515.982,20809.29,29428.947,17118.291,18490.277,5000.0,0.0,390.0,0.0,3000.0,0.0,0
360000,1,2,2,31,0,0,0,0,0,0,181519.02,133487.17,103919.375,74666.28,80983.734,62630.363,9494.626,5709.03,2501.1042,6000.0,3000.0,6000.0,1
360000,1,1,1,37,-1,-2,-2,-1,-1,-1,44136.434,35451.86,37921.43,22253.174,16566.63,5646.802,15015.153,12888.985,15181.121,45107.94,22449.395,33580.656,0
210000,2,2,1,38,-1,-1,-1,-1,-1,-1,2403.8076,816.7246,660.46674,1212.6943,0.0,683.393,529.8847,663.9914,1196.4965,213.7571,2011.5271,1413.6975,0
360000,2,2,1,35,1,2,2,2,-1,2,5699.7056,10253.853,20512.033,19249.432,20577.42,52647.94,0.0,105.31548,3000.0,2500.0,1548.1714,1000.0,0
50000,1,2,1,42,0,0,0,0,0,0,46407.996,36270.016,35238.625,29588.895,24594.145,26270.322,2135.8674,1898.2288,1598.5757,1147.8666,1000.0,1598.5042,0
50000,2,2,1,40,0,0,0,0,0,0,186815.55,199437.3,183782.5,175572.67,151625.95,154009.08,7055.3853,6000.0,6040.192,5462.3584,6000.0,6469.0503,0
110000,1,3,1,35,2,2,0,0,2,2,17065.61,23988.97,27943.43,30308.658,39497.19,50767.926,3133.1536,0.0,5002.909,0.0,3100.2324,0.0,1
500000,1,1,1,31,0,0,0,0,0,0,149281.72,165450.97,142312.36,122777.55,119490.13,111063.016,7000.0,5523.033,5000.0,5000.0,5281.4536,5250.5127,0
30000,2,1,2,32,0,0,0,0,0,0,50890.16,41171.496,35928.793,42371.47,20585.916,27607.871,1500.0,2761.0325,2796.0369,693.27423,1939.7001,2701.7793,0
130000,2,1,1,37,-1,-1,-1,-1,-1,-1,1396.8209,773.5927,285.23062,780.0,322.87158,0.0,1500.0,0.0,1500.0,1279.9838,0.0,0.0,0
130000,2,1,1,39,-1,-1,-1,-1,-1,-1,8577.566,1630.2272,6746.434,3211.9111,7768.273,7323.565,2842.9136,8505.024,3200.1147,7000.0,7000.0,3832.3025,0
500000,1,2,1,35,-2,-2,-2,-2,-1,-1,1992.9944,0.0,4964.18,18899.02,25044.533,53418.156,0.0,1441.0233,10365.723,25919.338,117431.24,3500.0,0
150000,2,2,2,32,0,0,0,0,0,0,32713.059,41347.375,27512.365,23658.867,1648.9718,0.0,5358.336,2999.106,1260.7114,0.0,0.0,0.0,1
500000,2,1,1,35,-1,0,0,0,0,-1,8785.398,19436.473,24407.84,13952.399,11168.579,500.0,10000.0,10014.213,2180.8015,6000.0,2000.0,507.23746,0
50000,2,2,1,40,1,2,0,0,0,0,151346.89,161585.42,175207.38,131852.36,151402.7,90013.52,0.0,18252.504,7056.223,20000.0,2540.7036,0.0,1
140000,2,1,2,30,1,2,-1,0,0,0,15227.658,4700.9883,59276.934,38745.637,48370.746,34905.523,0.0,5097.56,1100.0,2010.6495,1500.0,1400.0,1
100000,2,2,2,33,0,0,0,0,0,0,121301.3,109347.82,110863.97,94131.91,86330.59,93085.43,5000.0,4721.4014,3906.1992,3497.7952,5000.0,4352.7734,0
360000,2,2,1,38,0,0,0,0,0,0,157395.55,143432.42,120735.19,111595.04,101156.5,95628.586,5791.7666,5000.0,5000.257,4987.538,5000.0,4037.4038,0
100000,1,2,2,33,0,0,0,0,0,0,189495.36,167482.53,166626.6,152416.3,143168.6,144059.8,7403.244,6234.506,6000.0,5647.2583,6796.806,6511.185,0
360000,2,1,1,32,-1,-1,-1,-1,-1,-1,6307.195,2223.8818,5492.3887,2235.2356,2082.785,5620.1514,3500.0,3000.0,1102.8824,3000.0,11463.477,3126.3418,0
360000,2,1,1,40,1,-2,2,-1,-1,-1,0.0,2113.011,390.39102,780.0,299.66702,389.7968,2000.0,0.0,3000.0,0.0,1200.0,0.0,1
140000,1,1,2,27,0,0,0,0,0,0,49761.973,32214.314,45231.875,72119.52,52902.973,66712.27,6215.8325,5000.0,9506.685,2000.0,6165.008,9676.612,0
140000,2,2,2,31,-2,-2,-2,-2,-2,-2,2416.0894,657.94885,1133.8296,334.44055,0.0,0.0,1600.0,1701.5425,0.0,0.0,0.0,0.0,0
360000,2,1,1,35,-1,-1,-1,-1,-1,-1,1520.7207,1473.3439,6067.023,4005.772,2270.6172,1992.9932,4903.359,4050.4937,1701.2355,1000.0,2000.0,4116.644,0
180000,1,1,2,25,0,0,0,0,-1,-1,18178.408,30446.861,12340.263,6118.583,1502.3379,1311.8925,1773.5488,1058.9276,416.32806,1037.4846,0.0,5526.613,0
110000,2,3,1,35,-2,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,159.07692,780.0,0.0,0.0,0.0,0.0,1000.0,482.76654,1
110000,1,3,1,35,1,-1,-1,-2,-2,-2,836.6962,6494.3965,589.81104,0.0,0.0,0.0,2009.6731,0.0,0.0,0.0,0.0,0.0,1
50000,2,2,2,24,0,0,0,0,0,0,77649.55,85935.32,78983.97,68260.63,65207.4,73649.3,3500.0,3000.0,2828.1562,2204.8276,3226.003,2670.3074,0
80000,2,2,1,28,-1,-1,-1,-1,-1,-1,396.34116,390.0,0.0,604.25824,0.0,-2.6096637,1070.3392,0.0,1017.6341,0.0,0.0,0.0,0
200000,2,1,2,28,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0
50000,1,3,2,28,-1,-1,-1,-1,-1,-1,1547.3212,1955.9623,2288.1257,5727.503,81.81514,1893.5391,1332.9158,1000.0,2000.0,0.9099669,3000.0,3000.0,0
360000,2,2,1,28,-1,-1,-1,-1,-1,-1,1999.3416,780.0,825.27246,2485.651,0.0,0.0,1300.0869,1300.0,564.8787,0.0,0.0,0.0,0
30000,1,2,2,32,-1,-1,-1,-1,0,0,2803.3567,18390.848,2983.8872,14823.637,29070.5,59312.84,12714.482,0.0,3000.0,1645.0958,4224.8164,2698.4321,0
360000,2,1,1,35,-2,-2,-2,-2,-2,-2,8243.465,13606.813,3198.784,7930.801,15511.633,20508.713,8202.8955,4543.3765,14083.769,6799.901,35519.71,1908.7773,0
130000,2,1,1,37,-1,-1,-1,-1,-1,-1,2922.737,912.9814,1398.3961,3185.0845,4865.1836,878.186,2258.595,2000.0,2000.0,5000.0,1000.0,0.0,0
500000,2,1,2,31,-2,-2,-2,-2,-2,-2,2071.1094,1519.6467,1018.1271,3051.3274,2599.8608,1639.9366,2000.0,1202.8563,2000.0,2876.1812,666.47595,5000.0,0
150000,2,2,2,32,0,0,0,0,0,0,68230.71,76455.08,67290.375,53846.785,43751.555,53212.086,3155.9644,3436.6453,3000.0,2004.256,3000.0,2709.19,0
50000,1,2,1,31,0,0,0,0,0,0,55005.656,67511.13,47694.63,28355.734,27962.645,27972.725,2629.0571,2000.0,1099.4586,1500.0,1601.5773,1279.6078,0
100000,2,3,1,38,-1,-1,-1,-1,-1,-1,39447.586,26041.717,20909.72,17201.154,15989.338,35555.6,6000.0,11990.306,6000.0,15000.186,35175.246,6636.225,0
180000,2,2,2,33,-1,-1,-1,-1,-1,-2,625.8599,1010.3831,855.9058,1157.4138,0.0,0.0,4000.0,2886.6812,1500.0,0.0,0.0,0.0,0
90000,2,2,2,36,0,0,0,0,0,0,33394.477,28670.232,23627.438,19608.91,16034.384,25412.492,2002.0474,2000.0,2000.0,600.0,1500.0,1852.3647,0
150000,2,1,2,33,0,0,0,0,0,0,60057.08,61768.69,55375.684,57626.547,41873.066,47574.734,3000.0,3000.0,3017.5676,2071.0862,3191.9055,3000.0,0
180000,2,2,2,25,-1,-1,-1,-1,-1,-1,355.31012,1637.0161,927.63184,2605.8877,2415.7744,1446.8287,5447.1235,1770.3114,1503.994,1721.6317,615.3519,680.81494,0
180000,2,2,2,35,-1,-1,-1,-1,-1,-1,1623.962,2127.2124,8164.4487,3717.1704,2198.4512,1125.2603,5914.388,6091.342,1867.4127,584.3207,1000.0,5391.0767,0
100000,2,1,1,39,-2,-1,-2,-2,-2,-2,4112.4634,390.0,0.0,0.0,0.0,0.0,3740.5469,0.0,0.0,0.0,0.0,0.0,0
20000,1,1,2,28,0,0,0,-1,-1,-1,13973.231,20533.193,4903.0835,1670.1484,1526.2363,2296.8674,1402.3107,1300.0,460.08826,400.0,1000.0,1000.0,0
150000,2,2,1,25,0,0,0,0,0,0,98981.2,121023.57,99363.01,94059.54,89283.14,90319.54,3597.1611,3998.9084,4323.1567,3574.3013,4000.0,3069.4023,0
30000,2,1,2,24,2,2,2,2,0,0,59214.496,59638.85,77750.37,82091.984,59425.812,43172.08,5000.0,1124.0043,1251.319,1000.0,1500.0,2200.0,1
100000,2,2,2,26,0,0,0,0,0,0,33325.78,20276.14,20861.395,18998.514,18052.602,20051.65,2081.8801,1791.0026,1600.0,1449.2047,2000.0,805.9392,0
30000,1,1,2,27,0,0,0,-1,-1,-1,34534.785,28218.662,17302.043,9802.876,4524.574,3858.986,1573.5443,1819.7054,700.0,3000.0,149.1052,7788.4443,0
360000,1,3,1,45,0,0,0,0,0,0,22556.375,37788.375,28507.102,18844.404,20311.848,18133.754,3017.457,1608.8157,1319.7617,1000.0,393.35376,0.0,0
80000,1,2,2,28,2,2,2,2,0,0,92003.234,78741.28,54928.965,44152.508,22340.908,20018.06,602.63434,1200.0,1300.0,1698.2119,2500.0,2002.4244,1
80000,1,3,1,31,2,2,0,0,0,0,42477.77,60976.97,75475.84,35999.453,45937.066,40511.75,1226.531,1303.0365,947.50214,1581.92,1536.3888,2043.3998,1
30000,2,1,2,32,-1,-1,-1,-2,-2,-2,1510.8099,3561.015,390.0,0.81695735,0.0,0.0,1379.2372,0.0,0.0,0.0,0.0,0.0,0
